"","modszer","nyers","magyarazott","nem_magyarazott","kulonbseg"
"1","A_R2","-0.0936571696129551","0.0617047056385829","-0.15536187525174","2.02504679691629e-13"
"2","A_R2","-0.0937893098301572","0.0580746452632699","-0.154660824095526","0.00279686900209875"
"3","A_R1","-0.0936571696129551","-0.0936571696131434","-1.4210854715202e-14","2.02504679691629e-13"
"4","A_R1","-0.0937893098301572","-0.0972074504586988","0.000621271626442876","0.00279686900209875"
"5","B_R2","-0.0936571696129551","0.0151546176010147","-0.108811787214179","2.0961010704923e-13"
"6","B_R2","-0.0937893098301572","0.010877814426685","-0.108622679473577","0.0039555552167343"
"7","B_R1","-0.0936571696129551","-0.0936571696131523","-1.24344978758018e-14","2.0961010704923e-13"
"8","B_R1","-0.0937893098301572","-0.0977924605821467","4.75955352552404e-05","0.0039555552167343"
"9","C_R2","-0.0936571696129551","0.0155520212814384","-0.109209190894598","2.04281036531029e-13"
"10","C_R2","-0.0937893098301572","0.0118650715438626","-0.108514407374228","0.00286002600020829"
"11","C_R1","-0.0936571696129551","-0.0936571696131416","-1.77635683940025e-14","2.04281036531029e-13"
"12","C_R1","-0.0937893098301572","-0.0972303026370565","0.000580966806690952","0.00286002600020829"
