"","modszer","nyers","magyarazott","nem_magyarazott","kulonbseg"
"1","A_R2","-0.122180127493172","0.0276835127412909","-0.149863640234473","1.06581410364015e-14"
"2","A_R2","-0.104595202451337","0.0413014551617668","-0.149927936320005","0.00403127870690057"
"3","A_R1","-0.122180127493172","-0.12218012749314","-4.2632564145606e-14","1.06581410364015e-14"
"4","A_R1","-0.104595202451337","-0.108221489215412","-0.000404991942826172","0.00403127870690057"
"5","B_R2","-0.122180127493172","-0.0283502504275503","-0.093829877065625","3.5527136788005e-15"
"6","B_R2","-0.104595202451337","-0.0112061179708718","-0.0943677715772235","0.00097868709675808"
"7","B_R1","-0.122180127493172","-0.122180127493145","-3.01980662698043e-14","3.5527136788005e-15"
"8","B_R1","-0.104595202451337","-0.105047589797001","-0.000526299751093973","0.00097868709675808"
"9","C_R2","-0.122180127493172","-0.0216761129125338","-0.100504014580645","7.105427357601e-15"
"10","C_R2","-0.104595202451337","-0.00763784432493608","-0.100789955027862","0.00383259690146076"
"11","C_R1","-0.122180127493172","-0.122180127493142","-3.73034936274053e-14","7.105427357601e-15"
"12","C_R1","-0.104595202451337","-0.108090331353429","-0.000337467999369068","0.00383259690146076"
