"","modszer","nyers","magyarazott","nem_magyarazott","kulonbseg"
"1","A_R2","-0.112996394945991","0.0447944058170933","-0.157790800763474","3.89022147828655e-13"
"2","A_R2","-0.114928081217057","0.0497463834522698","-0.158970499497109","-0.00570396517221816"
"3","A_R1","-0.112996394945991","-0.112996394945846","-5.34683408659475e-13","3.89022147828655e-13"
"4","A_R1","-0.114928081217057","-0.108385394103623","-0.000838721941216036","-0.00570396517221816"
"5","B_R2","-0.112996394945991","-0.0025674966629694","-0.110428898283425","4.03233002543857e-13"
"6","B_R2","-0.114928081217057","0.00347325980597191","-0.111733249176579","-0.0066680918464499"
"7","B_R1","-0.112996394945991","-0.112996394945833","-5.61328761250479e-13","4.03233002543857e-13"
"8","B_R1","-0.114928081217057","-0.107233753835498","-0.00102623553510917","-0.0066680918464499"
"9","C_R2","-0.112996394945991","-0.000144506672810962","-0.112851888273573","3.92574861507455e-13"
"10","C_R2","-0.114928081217057","0.00477737671942613","-0.113916197325697","-0.00578926061078633"
"11","C_R1","-0.112996394945991","-0.112996394945842","-5.41788836017076e-13","3.92574861507455e-13"
"12","C_R1","-0.114928081217057","-0.108367441323386","-0.00077137928288451","-0.00578926061078633"
